Angle,800,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000
0,98.87308459,98.56499285,97.7633041,96.90870554,95.98872753,94.98594701,93.87659424,92.63270973,91.22900157,89.65056913,87.89666762,85.97969199
1,98.91648582,98.60709008,97.80310212,96.94688342,96.02560894,95.0217058,93.91132653,92.666465,91.26179488,89.68240516,87.92753829,86.00958682
2,98.97256029,98.66182107,97.85543115,96.99748281,96.07479393,95.06963962,93.95809161,92.71209359,91.30628151,89.72573215,87.96967505,86.05050197
3,99.04134072,98.72921799,97.92032244,97.06053418,96.13631235,95.12977774,94.01691819,92.76962362,91.36248902,89.78057701,88.02310415,86.10246299
4,99.12286952,98.80932271,97.99781677,97.13607753,96.21020348,95.20215874,94.08784417,92.8390923,91.43045386,89.84697542,88.08786046,86.16550389
5,99.21719884,98.90218678,98.08796457,97.22416237,96.29651601,95.28683054,94.1709167,92.92054596,91.5102215,89.92497192,88.16398748,86.23966711
6,99.32439065,99.00787156,98.19082597,97.32484784,96.39530818,95.3838505,94.26619224,93.01404011,91.60184644,90.0146199,88.25153746,86.32500361
7,99.4445168,99.12644823,98.30647088,97.43820277,96.50664782,95.49328547,94.37373661,93.11963951,91.70539228,90.11598173,88.35057139,86.42157295
8,99.57765915,99.25799797,98.43497908,97.56430577,96.63061244,95.61521187,94.49362512,93.23741827,91.82093184,90.22912881,88.46115915,86.52944337
9,99.72390965,99.40261201,98.57644032,97.70324533,96.76728935,95.74971582,94.62594266,93.36745996,91.94854724,90.35414168,88.58337957,86.64869186
10,99.88337048,99.56039177,98.73095446,97.85511996,96.91677578,95.89689324,94.7707838,93.5098577,92.08833,90.49111014,88.71732055,86.77940426
11,100.0561542,99.731449,98.89863161,98.02003833,97.07917899,96.05685001,94.92825292,93.66471428,92.24038121,90.64013335,88.86307917,86.92167544
12,100.2423839,99.91590594,99.07959226,98.19811938,97.25461644,96.22970206,95.09846438,93.83214234,92.40481159,90.80131997,89.02076184,87.07560933
13,100.4421932,100.1138955,99.27396745,98.38949251,97.44321594,96.41557559,95.28154266,94.01226449,92.58174173,90.97478835,89.19048443,87.24131918
14,100.6557269,100.3255613,99.48189896,98.59429777,97.64511584,96.61460719,95.4776225,94.20521351,92.77130219,91.16066662,89.37237244,87.4189276
15,100.8831407,100.5510582,99.70353951,98.81268602,97.8604652,96.82694408,95.68684917,94.41113249,92.97363373,91.35909293,89.56656116,87.60856681
16,101.1246015,100.7905522,99.93905296,99.04481919,98.08942401,97.05274427,95.90937856,94.63017507,93.18888746,91.57021563,89.77319589,87.8103788
17,101.3802878,101.0442208,100.1886145,99.29087043,98.33216342,97.29217682,96.14537751,94.86250565,93.41722507,91.79419344,89.99243209,88.02451552
18,101.65039,101.3122531,100.4524111,99.55102444,98.58886596,97.54542203,96.39502397,95.10829958,93.65881909,92.03119571,90.22443566,88.25113911
19,101.9351104,101.5948503,100.7306413,99.82547765,98.85972581,97.81267174,96.65850725,95.36774346,93.91385307,92.28140267,90.46938313,88.49042209
20,102.2346636,101.892226,101.0235161,100.1144386,99.14494908,98.09412958,96.93602833,95.64103537,94.1825219,92.54500562,90.7274619,88.74254766
21,102.5492769,102.2046061,101.3312589,100.418128,99.44475409,98.39001126,97.22780014,95.92838516,94.46503202,92.82220728,90.99887057,89.00770991
22,102.8791905,102.5322297,101.6541057,100.7367795,99.75937168,98.70054486,97.53404781,96.23001475,94.76160179,93.11322203,91.28381915,89.28611415
23,103.224658,102.8753489,101.9923058,101.0706395,100.0890455,99.02597121,97.85500906,96.54615846,95.07246175,93.41827623,91.5825294,89.57797714
24,103.5859466,103.2342295,102.346122,101.4199677,100.4340326,99.36654417,98.19093449,96.87706332,95.39785496,93.73760854,91.89523514,89.88352744
25,103.9633374,103.6091514,102.7158307,101.7850378,100.7946033,99.72253103,98.54208798,97.22298945,95.73803738,94.07147027,92.2221826,90.20300576
26,104.3571262,104.0004086,103.1017228,102.1661375,101.1710422,100.0942129,98.90874705,97.58421043,96.0932782,94.42012578,92.56363075,90.53666525
27,104.7676235,104.4083103,103.5041039,102.5635688,101.5636481,100.4818852,99.29120329,97.9610137,96.46386026,94.78385279,92.91985171,90.88477192
28,105.1951553,104.8331807,103.9232945,102.977649,101.9727346,100.8858578,99.68976275,98.353701,96.85008048,95.16294286,93.29113115,91.24760505
29,105.6400633,105.2753599,104.3596309,103.4087107,102.3986307,101.306456,100.1047464,98.76258877,97.25225026,95.55770178,93.67776867,91.62545752
30,106.1027057,105.7352041,104.8134655,103.8571025,102.8416813,101.7440204,100.5364908,99.18800869,97.67069598,95.96845007,94.0800783,92.01863633
31,106.5834572,106.2130866,105.2851673,104.3231894,103.3022472,102.1989079,100.9853481,99.63030812,98.10575948,96.3955234,94.49838895,92.42746303
32,107.0827105,106.7093979,105.7751224,104.8073535,103.7807065,102.6714921,101.4516872,100.0898507,98.55779857,96.83927314,94.93304491,92.8522742
33,107.6008758,107.2245463,106.2837348,105.3099945,104.2774545,103.1621637,101.9358939,100.5670167,99.02718756,97.30006689,95.38440634,93.29342196
34,108.1383823,107.7589589,106.8114269,105.8315303,104.7929045,103.6713312,102.4383716,101.0622039,99.51431787,97.77828905,95.8528499,93.75127453
35,108.6956783,108.313082,107.35864,106.3723976,105.3274885,104.1994217,102.9595419,101.5758281,100.0195986,98.27434136,96.33876923,94.22621677
36,109.2732324,108.8873818,107.9258354,106.9330527,105.8816579,104.7468813,103.4998454,102.1083235,100.5434572,98.7886436,96.84257567,94.7186508
